GENE	GeneLength
4930486I03RIK	536
GM16160	781
UCKL1	1849
3110039M20RIK	3904
GM15386	198
GM15689	1159
GM15734	1040
GM16539	327
BCL2A1B	817
GM8459	760
GM16114	300
GM16101	430
4930473D10RIK	487
GM16343	410
GM16199	288
GM7281	543
GM15744	213
GM4117	52401
GM16168	1359
PIRA2	3216
UGT1A5	2203
GM8292	516
GM20459	7576
GM15509	2162
GM16583	555
GM16137	664
GM16215	430
GM14435	1127
4933413C19RIK	2217
GM757	2021
GM16553	716
A830011K09RIK	2201
GM16165	795
GM16268	1157
UGT1A1	2224
GM16567	576
GM16273	268
GM14555	231
GM16582	1930
GM16236	379
GM16030	603
GM16550	126
4921518J05RIK	1712
GM16318	601
VMN1R190-PS	1005
GM7420	846
GM2389	189
GM16245	895
GM15954	466
GM7568	709
2010320O07RIK	525
FBXO24	2306
GPX2-PS1	303
GM16238	588
FLT3L	2482
GM15852	915
GM16332	3423
G6PD2	1635
GM5822	1378
GM16239	2635
GM15716	400
TMSB15B2	450
1810020O05RIK	1047
A130049A11RIK	4046
GM6485	439
IER3IP1	1503
GM9719	543
GM16006	566
GM15882	855
GM16125	339
GM16540	426
GM16227	563
RPL30-PS2	291
GM16111	285
GM16282	451
GM16555	1199
GM6507	652
GM15446	2417
GM16578	784
GM16213	639
GM13741	539
GIMAP1	1493
GM6493	1786
GM16302	428
GM16350	446
GM16088	501
GM15996	762
GM15740	1292
GM17018	653
A430072P03RIK	1510
4732440D04RIK	413
GM11503	303
GM16243	494
GM15917	487
GALNT4	5111
GM15900	342
GM16573	807
GM15894	2067
GM16232	167
GM16027	758
GM8550	653
GM16167	1065
GM16557	191
GM16297	459
GM16317	738
GM16339	929
GM8194	859
PALM2	3271
GM15629	476
GM16333	318
OLFR1062	956
3110047P20RIK	8191
1810009N23RIK	1389
DLX6AS1	4503
1110002E22RIK	9647
GM2976	513
E430024P14RIK	2833
GM16577	471
CDK5R2	2704
GM13538	548
GM6921	435
GM16251	338
LIME1	1959
GM16147	279
GM15849	335
GM15872	639
GM16587	863
RNF8	6521
SRPX	2477
AI480526	1697
GM15939	2147
GM15934	525
MAGEA9-PS	899
MUP-PS16	596
GM14399	1911
RPL29-PS1	508
GM13757	289
ALMS1-PS2	2290
GM8837	1885
TTBK2	11152
SNHG9	183
GM4985	1233
GM16094	427
GM16241	2194
GM15890	717
GM15838	180
GM11492	1972
GM15717	346
EAR-PS10	460
MTCP1	992
GM16584	189
SHPRH	9271
NHLRC4	2142
GM3076	451
USP49	8252
GM15680	465
GM16541	614
GM16163	1119
GM8185	669
A730090N16RIK	627
ABHD12B	3028
KCNE1L	1543
UGT1A7C	3231
POU3F1	3010
4930519F09RIK	1111
GM16038	193
OLFR287	1776
GM16162	297
CYPT2	697
GM15809	661
GM10177	444
UBA52	711
GM3687	321
GM614	757
GM15795	303
UGT1A6B	2303
4930405H06RIK	791
GM3329	556
ACAD11	3182
GM16043	616
GM16285	347
GM16534	1492
GM8580	464
4930480K15RIK	2199
GM6808	807
GM16231	319
BC035044	2614
UGT1A10	2244
EAR10	678
D630014O11RIK	3019
UGT1A2	2211
FBXW10	3354
GM10612	1681
UGT1A9	2190
CD200R2	1750
GM16307	210
ANG-PS1	436
GM15523	439
GM7592	2798
AK157302	390
GM7418	801
9230105E05RIK	2250
GM16556	471
GM15995	574
GM16161	290
DNAJA1-PS	642
GM16029	2427
1700025N21RIK	686
4930503B20RIK	2080
AU015336	849
TEPP	881
4930524O07RIK	1050
GM15851	662
ITGA10	5044
GM16050	2363
GM15647	691
TMEM189	2329
GM15657	779
TRIM34B	2045
GM16549	503
GM16116	430
4930516K23RIK	1078
4930568K20RIK	1618
GM16340	2164
PCP4	641
GM15974	531
GM11559	1096
GM16110	892
GM16554	460
GM16289	183
GM16315	783
CFB	2751
GM16132	598
GM16042	1247
GM16244	2327
CAR15	1283
GM16308	940
GM16207	729
GM16103	1279
GM16572	279
GM17017	2405
BLOC1S1	613
GM14027	622
GM3287	1104
GM16028	890
GM1965	2405
4921534H16RIK	2838
ALMS1-PS1	2166
GM4524	2152
CHURC1	5224
GM16545	463
2810442N19RIK	919
MPV17	1718
D730045A05RIK	1269
EIF4EBP3	744
GM9550	862
METTL23	1785
GM5286	1593
GM17226	780
MNDAL	1907
PRR22	1350
GM8338	363
D130062J21RIK	2743
GM17688	1596
GM17613	411
GM17615	2275
GM17296	5060
LRRC10B	2077
GM17152	535
GM17034	2229
GM4794	882
GM17119	280
GM7714	685
VMN2R-PS3	1101
VMN2R99	2571
GM5459	813
ADH6-PS1	2789
1700071M16RIK	2504
GM5174	1443
2310050C09RIK	1067
VMN2R104	2583
GM17324	922
GM17223	481
GM4462	492
GM17090	490
GM5263	363
GM17384	2427
GM17111	411
GM17073	556
GM17160	260
9130221H12RIK	1465
GM17199	416
GM3216	486
GM3025	489
GM17149	375
4932443I19RIK	781
GM17081	478
C030048H21RIK	375
GM17217	469
VMN2R46	2430
VMN1R5	1056
GM17148	249
GM17204	478
GM3972	2861
GM17555	1113
VMN2R-PS128	2570
2310042E22RIK	1249
GM17077	279
GM2822	2910
VMN2R79	2556
GM3512	1861
GM3043	821
GM17070	784
4933411K16RIK	1401
GM20533	1609
GM17232	453
GM8229	1403
GM6158	564
VMN2R58	2589
GM7316	445
2810055G20RIK	2176
GM17056	2299
GM7236	330
4930523C07RIK	3872
GM17309	278
GM6536	615
GM17096	733
NAV1	1645
GM8362	1762
GM17058	928
GM16042	1251
GM17402	228
VMN1R174	942
VMN2R94	2457
EFNA5	2416
GM17225	497
GM17271	402
VMN2R75	2562
GM17455	855
GM9732	1466
GM17651	36
GM17192	511
GM17076	1401
GM6133	948
GM2431	519
4930571K23RIK	2153
GM17122	372
GM17210	391
GM17511	345
ILTIFB	1111
1700091H14RIK	436
GM17140	627
GM3091	484
GM17043	1283
GM4613	291
GM5331	411
2410012M07RIK	1814
GM4553	714
GM3047	822
GM9372	432
GM6245	768
GM17166	431
GM5656	1096
GM2966	481
GM3675	1653
TMEM29	1256
GM17416	201
BC035947	2088
GM2888	1758
GM17415	807
FRYL	1640
GM17176	165
TRAJ36	63
GM17611	231
KCNB2	4065
GM17057	591
GM3486	883
SFTA2	694
GM3424	1758
KRTAP27-1	609
RPS11-PS1	475
GM17061	499
GM5919	3837
GYPC	2180
GM5538	1303
GM8214	417
GM4675	2322
GM8540	732
GM4775	405
GM9602	2062
GM6576	822
CDR1	2313
GM8265	475
RPL28-PS4	393
PRLH	261
A730015C16RIK	1221
GM17158	493
SNRPE	669
GM8893	1242
OLFR753-PS1	919
GM17202	951
GM17137	4371
GM17190	849
GM17207	683
A430057M04RIK	3830
4930405O22RIK	954
GM17041	479
VMN2R109	2577
TRAJ61	72
GM17055	2232
GM3027	451
GM8323	1201
VMN2R6	2742
GM17024	634
GM17169	351
4933406F09RIK	2078
GM9573	5231
GM17180	435
GM17571	90
GM3327	1389
GM8164	1192
GM20731	2288
GM5611	819
GM17186	456
GM17052	289
GM17200	2022
GM3571	1161
GM8379	1192
VMN2R60	2562
A930033H14RIK	2969
CFHR3	408
GM17060	824
GM20721	1484
TEX9	4317
GM8356	2062
GM17083	1366
OLFR180	1142
OLFR456	1052
GM8126	1764
GM2951	490
GM17069	490
GM6189	2085
GM17028	704
GM20425	3028
ZFP712	3970
GM17182	859
GM3453	1756
VMN2R120	2571
GM8114	484
PRSS47	828
ZFP493	3963
GM17030	393
VMN2R45	3619
SRCAP	3054
GAD1-PS	3278
GM17567	66
GM765	826
GM5067	1009
GM340	3729
GM17082	1091
OLFR111	1041
GM3221	440
GM3852	720
GM17221	481
GM9047	682
VMN2R12	2496
GM8020	1406
GM3667	2053
GM17172	190
TRIM43C	1836
NSUN4	3920
APOLD1	3284
GM9071	474
CYP4F40	1858
GM6486	434
TRP53-PS	141
GM17233	698
GM8237	2051
GM17196	345
GM17173	2867
GM9513	300
GM8127	1403
ZSCAN4D	2261
VMN1R167	948
GM3371	1437
GM17376	84
GM8378	1127
4930542C12RIK	1203
GM17421	273
GM3956	2560
GM17420	153
GM2959	621
4930579O11RIK	672
RPS27	255
GM9593	469
GM6788	270
GM17727	643
GM17079	1352
GM3008	571
GM17213	1360
GM6871	1638
GM17495	901
GM3495	387
VMN2R63	2580
RPL31-PS4	390
GM17178	357
GM17201	390
VMN2R56	2340
GM3127	1758
GM17686	294
GM2930	474
VMN2R-PS69	2565
VMN2R74	2562
GM7873	747
GM3235	695
GM17110	735
IGKV2-95-2	123
TRAJ60	54
GM17116	1013
GM9597	602
GM17377	207
GM6650	614
VMN1R60	933
GM7346	476
GM3141	499
GM8046	616
KLHL33	1602
GM4862	438
GM8074	258
CAAA01165726.1	66
VMN2R70	2565
GM1758	606
SAMD15	1194
GM6729	1452
GM4450	1688
TRBJ2-6	48
GM8161	481
OLFR1344	1061
GM8297	1759
SOX2OT	3486
GM17094	3334
1700092M07RIK	380
MYL6	665
GM17673	3038
VMN2R-PS36	2562
TNFRSF22	1780
GM17364	72
GM4340	1258
GM17219	593
GM17134	437
4930570N19RIK	566
RPS13	582
A530084C06RIK	3200
VMN2R40	3072
GM17074	556
TRAV9D-4	307
GM3239	1751
GM17112	432
OLFR733	994
HSPA1B	2803
GM6904	898
GM17065	239
GM17428	93
D6ERTD527E	1395
VMN2R41	3617
OLFR110	1106
GM5494	1229
GM3326	1043
C030017D09RIK	923
PABPC4L	5218
1810064F22RIK	1206
GM17047	430
SYNJ2BP	4655
GM17705	1555
GM17147	432
GM17212	259
F830016B08RIK	3297
CCDC71L	4155
GM3102	489
VMN2R77	2565
OLFR181	1391
GM17251	925
GM17097	714
GM7535	909
LRRC32	3817
IGHV1-62-1	90
VMN2R8	2547
GM17655	255
GM17206	577
GM17203	4017
VMN2R116	2571
VMN2R61	2598
GM3978	2512
SLCO6B1	2492
GM17162	473
OLFR718-PS1	963
GM4781	786
GM17042	1216
GM17197	452
GM6647	641
GM6153	1058
GM20458	1369
TCERG1L	2565
GM7244	378
GM6872	700
TRAJ55	63
VMN2R69	2553
D630036H23RIK	940
GM17472	352
GM17107	553
GM17187	410
VMN1R34	930
VMN1R1	1176
GM5244	501
GM2878	486
FAM71A	2234
GM7502	733
GM5828	1869
GM17300	1527
GM3115	1797
GM11107	505
GM10722	651
GM17063	456
GM17660	520
GM17661	270
KRTAP20-2	528
GM9359	1221
GM17720	27
GLYATL3	873
GM3170	844
VMN2R55	2346
GM8207	502
GM1979	2025
9330020H09RIK	2147
GM9742	591
SIGLEC15	1156
GM17538	327
VMN2R14	2547
7420461P10RIK	735
4930445B16RIK	1123
1700030C10RIK	1471
VMN2R115	2574
AC183525.1	1563
GM17218	410
GM17105	652
PRR23A	1059
GM17130	2683
GM4535	797
GM5428	888
IGHV8-14	120
A930018M24RIK	1422
GM5269	749
KCNMB3	720
GM17305	507
GM17304	69
GM17164	506
GM4302	927
5830462I19RIK	3383
GM5633	549
GM17622	45
GM2832	1760
GM3138	1760
BC027582	874
GM7991	591
GM9064	566
CCDC152	798
GM8247	1405
GM17181	123
IQCF6	474
GM7945	1428
GM17109	358
GM17108	2877
GM17209	519
GM17124	1379
GM17175	1403
GM6907	3458
GM3077	627
4921509A06RIK	392
GM3182	1753
GM17020	274
VMN1R224	897
1700024N20RIK	666
SERPINE3	1402
SERPINA3L-PS	1264
GM17545	72
GM17133	289
GM3962	2587
GM17036	254
TSTD1	551
GM17120	743
GM17677	351
9130204L05RIK	491
GM17678	243
GM15494	451
GM3604	1743
GM17059	519
GM3278	1500
EAR-PS3	445
GM17334	907
GM17071	265
GM17333	378
GM19840	882
GM17332	87
GM5218	465
GM2619	392
GM7271	519
VMN2R71	2568
VMN2R91	2571
KRTAP11-1	1008
GM17252	389
GM17208	529
GM3084	598
GM8775	513
GM3755	1462
GM20390	991
GM6970	666
GM6434	396
GM4207	960
GM17114	511
GM17103	549
VMN2R76	2562
VGLL3	3322
GM17689	330
KISS1	779
SPEER4E	1603
VMN2R110	2577
VMN2R19	2565
BC024659	4464
IGKV17-134	346
GM6682	297
GM17104	323
GM17641	2350
GM6673	700
GM3248	2055
GM1818	2399
GM17032	338
GM8065	605
GM17234	392
GM17430	474
GM3111	490
GM17075	670
GM17051	487
GM3275	487
GM3104	473
GM6047	574
GLIS3	1276
GM4181	898
GM8439	420
SPEER6-PS1	545
GM17100	272
GM17606	234
GM8895	1223
OLFR1380	938
SPATA31D1B	4281
GM17490	63
FTH-PS2	516
GM17214	541
GM5415	3748
GM12166	813
GM3760	804
TRAJ54	54
1700112D23RIK	546
GM20520	590
GM17157	348
EID1	2539
FLG	1488
COL6A5	8046
GM17353	255
VMN2R92	2583
GM17135	564
GM17142	645
SPEER5-PS1	777
GM5277	588
GM7701	1479
GM17040	889
GM17711	237
GM17085	502
5730435O14RIK	617
GM8810	765
VMN2R15	2568
AADACL2	1590
GM4219	2143
VMN2R83	2610
VMN1R18	1087
HIST1H2AL	378
OLFR443-PS1	915
GCNT4	5093
GM17576	192
GM17168	345
5330438I03RIK	2845
SPANXN4	423
GM6356	1757
GM9252	1602
BC048943	761
GM3140	481
HIST2H4	1608
VMN2R117	2574
GM6728	1098
GM17150	381
GM5916	1142
GM2895	3194
AKD1	4088
GM6327	1410
GM17143	1945
GM17450	426
GM4202	738
4933402N22RIK	1127
GM17509	2375
GM17118	335
GM17228	491
GM17093	1404
GM17337	1466
VMN1R115	888
GM17088	581
GM17387	72
GM17031	1669
GM17023	448
GM10269	372
VMN2R11	2586
GM6541	561
OTOGL	6984
GM17171	534
GM17054	259
GM7808	387
GM17084	4085
GM17183	493
VMN2R82	3045
GM17159	482
GM20538	225
GM3739	2011
2610021A01RIK	4004
2810468N07RIK	1235
GM16432	1663
GM5799	1314
GM10039	534
GM17035	419
GM17154	431
GM8715	531
GM7953	469
GM6586	643
TRIML2	1467
VMN2R97	2586
GM17025	580
GM3269	1758
GM8398	364
GM44	993
MPC1-PS	873
VMN2R118	2562
GM17194	348
GM17066	1113
MTAG2	714
VMN2R87	3036
LAMTOR3	1295
GM17484	2293
ZFP422-RS1	435
SKOR2	3141
AU040972	1042
GM6494	285
GM9268	2586
CLDN20	660
OLFR102	1027
GM17195	428
TMA7	637
VMN1R238	921
VMN1R9	1051
GM17167	5054
GM17572	420
GM6548	1165
GM6811	1533
GM8711	879
SERPINA3E-PS	1228
GM14569	5181
GM8584	743
GM17227	1016
GM6665	258
GM9581	2870
GM8108	1961
GM8206	1956
GM8232	1402
GM7707	1156
VMN2R3	2748
SERPINA3D-PS	1272
2010016I18RIK	1425
TRIM30B	2771
GM6211	4275
GM20727	153
GM6467	609
GM17033	593
GM8180	1392
AC140365.1	1500
CYP4F17	1693
GM17191	417
GM17067	3673
GM3344	603
OLFR93	1045
GM17349	300
GM8256	453
IGHV2-1	353
ACER2	2941
GM9364	790
GM17087	1099
GM17046	850
GM17657	510
GM17044	740
GM3752	1817
H60C	2817
GM3625	102
VMN2R23	2602
GM17092	698
VMN2R9	2547
LSM5	757
GM5929	487
VMN2R95	2538
VMN2R13	2496
A330050F15RIK	2296
VMN1R113	924
GM3756	297
GM17590	108
C2CD4D	1316
GM4902	1163
APOL11A	1132
VMN2R36	2561
VMN1R57	933
GM8741	384
VMN2R106	2589
GM3072	1395
GM17099	412
GM17021	462
VMN1R69	1732
GM17101	1588
GM9307	243
GM17117	299
VMN2R105	2583
TRBV10	289
GM17129	505
C630004L07RIK	1269
GM8374	672
VMN2R96	2343
KLHDC7B	1818
GM17037	398
GM17356	519
GM17359	778
4930471C04RIK	865
4930433I11RIK	2424
APOL11B	2261
GM17669	465
EIF3S6-PS2	219
GM6526	1723
GM7876	1758
GM4222	429
H2-Q2	1262
GM8224	497
GM17189	1630
SEC14L5	2337
GM17126	523
GM16506	1405
GM5549	654
SIAH3	905
GM17366	189
GM8220	1403
GM17230	3942
GM17542	99
GM17541	525
GM8094	1408
VMN1R29	1023
GPR62	1968
YY2	3890
GM7929	624
GM17161	524
GM5093	522
GM5705	711
GM17732	821
GM17098	628
D17H6S56E-5	3314
TSPY-PS	650
GM3208	427
GM3636	1746
GM3095	1568
GM17064	452
GM3191	346
ZFP964	1416
GM17618	634
GM17617	39
VMN2R103	2571
GM16494	261
GM8340	1191
GM6763	1246
SCO2	1143
GM17022	912
RPL29-PS5	477
GM8425	769
GM8032	618
GM3573	898
VMN2R18	2385
IGKV1-115	342
COX16	2007
VMN2R108	2568
GM5258	327
GM9671	547
OLFR721-PS1	975
PRR24	1679
EAR-PS5	463
CES2H	1677
GM8050	1595
GM17153	490
GM17141	3148
GM17091	357
RPL19-PS7	627
GM17503	1083
GM5778	1072
GM3495	1005
GM4707	1911
GM17155	473
GM17177	481
GM16490	354
GM8251	5985
GM4604	390
GM2855	456
GM17188	2078
MIER2	1400
VMN2R100	2553
GM7157	636
GM17102	906
GM17244	1288
GM6257	910
CYP2A22	2226
OLFR732	1044
VMN1R56	1831
GM3851	318
VMN2R17	2550
GM17146	372
GM6337	1758
GM17053	495
VMN2R80	2690
A830073O21RIK	2025
GM3030	516
UBE2D2A	2483
GM17019	1162
TNNC1	721
GM4353	1559
GM6918	1222
GM8871	1125
GM6395	1491
1700099I09RIK	769
GM17231	663
GM9587	454
B930041F14RIK	2138
GM17409	962
GM8267	1751
VMN1R185	1144
VMN2R62	2580
GM8582	789
VMN2R52	2559
MOAP1	3835
GM8857	1177
GM3053	616
GM3646	359
GM2442	707
GM7399	858
GM17138	459
VMN2R114	2571
6530401F13RIK	1090
OLFR421-PS1	1050
GM17709	1096
GM17179	394
GM3788	485
C2CD4B	1326
GM8841	948
GM17038	494
GM3123	480
VMN2R78	2611
BC037034	3566
VMN2R-PS5	2730
GM17115	885
GM4868	792
HSPA1A	2926
TMEM207	1538
GM3719	314
GM8038	2064
OLFR457	1039
GM17354	3039
GM3376	1482
GM17257	468
GM9672	425
B930036N10RIK	3544
E130317F20RIK	3265
GM3339	475
BC049352	1768
GM6611	1272
GM17072	1353
GM17482	48
GM17139	571
CYP2C69	1770
MYH15	6340
GM4782	2073
GM4468	294
GM4027	1850
GBP11	2692
GM17062	461
GM9027	661
GM2108	2177
VMN2R59	2598
PEG10	6667
GM2244	1501
GM5501	861
GM17198	1154
GM17163	432
GM5494	658
GM17086	484
GM17631	69
VMN2R85	3042
VMN2R4	2742
GM17229	1758
KIF4-PS	3669
GM7925	401
GM7289	922
BEND4	7935
GM7664	750
1700121N20RIK	1027
A230065N10RIK	1028
GM4540	395
GM7919	1080
DYNLT1A	742
SERPINA4-PS1	1287
GM4482	195
OLFR101	1039
VMN2R16	2553
KCNB2	5705
GM17224	500
GM6793	1604
GM3294	610
GM17215	277
GM17528	239
ZFP804B	3924
GM5819	465
GM17530	114
GM17039	4901
EAR-PS4	450
GM9376	611
VMN2R113	2571
TAAR8B	1126
GM10320	527
FANCF	1691
VMN2R90	2592
GM17581	57
B930094E09RIK	1240
AA543401	1269
D030025P21RIK	2364
BC050972	526
GM17089	1394
GCOM1	1726
GM6482	1410
GM3370	500
GM7052	1512
GM8005	1401
GM17026	1379
GM17268	66
VMN2R86	3039
RERGL	682
GM5624	1748
GM7942	1500
GM3696	1814
GM9075	794
4833427F10RIK	1475
GM20523	1124
VMN2R-PS38	2573
GM7029	450
GM3584	2565
GM20460	1572
VAX2OS2	1435
GM3912	2443
VMN2R-PS75	213
GM20505	1708
GM20432	250
GM20407	598
4930515G01RIK	1247
GM18489	551
GM20416	484
GM5967	494
GM20457	682
GM20471	626
GM3644	300
GM20470	331
GM7211	1118
DYX1C1	1975
CD9-PS	650
MIR196A-2	110
VMN2R-PS87	876
GM20446	661
GM20480	250
GM20527	511
GM18358	1277
TNXA	2975
A530058N18RIK	1387
STK19-PS1	517
1110038B12RIK	934
VMN2R-PS49	3551
MIR10A	110
VMN1R-PS58	840
A930009A15RIK	1001
VMN2R-PS67	385
SLC22A13B-PS	1458
GM18522	650
GM18560	1123
GM20419	543
GM19345	990
VMN2R-PS62	616
GM20529	203
GM20443	735
GM20528	802
GM7230	815
GM20506	589
GM19807	667
GM8815	619
GM2381	4073
GM7651	901
VMN1R-PS28	942
GM4433	573
GM18889	929
GM9612	368
GM20521	1245
GM20403	372
VMN1R-PS27	985
GM6004	1116
1700031A10RIK	656
GM4246	216
GM20522	784
GM20515	4824
GM7030	913
GM20410	1413
GM17973	520
GM20493	213
GM20426	440
VMN1R-PS63	989
GM5708	886
GM20467	994
TRAV9N-1	583
GM20499	444
H2-Q3	608
A930015D03RIK	1066
GM20455	1138
GM18359	1459
GM2308	1004
GM20444	729
VMN2R-PS68	861
ZFP963	2291
GM20519	359
GM20434	1535
VMN2R-PS79	377
GM3585	875
GM5682	576
GM20500	321
GM20417	425
GM20540	799
GM9577	2620
GM7031	919
VMN1R-PS46	949
GM19301	2210
NEAT1	20771
GM20465	1932
1700116B05RIK	413
GM19684	1611
GM8752	1694
1500011B03RIK	579
GM20411	1676
HMG1L1	648
GM20412	633
GM8801	1064
VMN1R-PS56	965
GM20448	1662
VMN2R-PS77	320
GM6659	547
GM20452	513
OLFR113	995
GM17919	312
GM18200	833
GM20543	726
GM20454	221
GM4214	960
GM8877	655
CDK3-PS	1252
GM6887	482
GM20524	88
VMN1R-PS29	785
GM20530	260
PRPS1L1	1676
GM20447	345
VMN2R-PS76	739
GM3623	2747
4930518C09RIK	477
GM20509	387
VMN1R-PS26	840
ZFP419	916
GM20415	423
GM3563	1628
GM20440	623
GM6726	681
GM6633	270
VMN1R-PS60	852
GM20408	1117
BB365896	3000
GM18284	624
VMN1R-PS55	392
GM20488	2996
VMN2R-PS57	2598
GM20388	3953
VMN2R-PS82	1641
VMN1R-PS66	612
GM8868	577
GM7221	1425
VMN1R-PS40	343
MIR219-1	105
GM4831	594
OLFR754-PS1	785
MALAT1	6983
GM20516	1308
GM20525	48
HSPE1-PS3	277
GM20503	1294
GM20424	620
BC033916	807
VMN1R-PS62	910
VMN1R-PS64	655
VMN2R-PS74	917
GM20539	1384
GM20548	791
GM20514	251
GM20532	780
VMN2R-PS83	2368
GM20430	207
VMN1R-PS68	399
GM20441	756
GM20433	421
GM20392	344
GM20391	106
GM20476	470
BC023719	980
GM17782	277
GM20479	556
A930015D03RIK	1111
1700039E22RIK	770
VMN2R-PS58	242
GM20511	456
OLFR296-PS1	926
GM20535	1268
GM6623	544
A730060N03RIK	2124
GM19203	939
GM20549	429
GM20512	618
VMN2R-PS59	135
H2-PB	531
GM4189	418
GM20401	212
GM20536	406
GM7648	1658
OLFR306-PS1	628
GM20483	289
GM20541	1406
GM20546	1889
GM20399	138
GM20445	565
GM20463	366
OLFR758-PS1	839
C130080G10RIK	1844
VMN1R-PS59	199
4930556N13RIK	1034
GM20469	3839
OLFR300-PS1	906
GM20485	394
GM20497	672
GM9921	4399
GM20402	687
GM20462	408
VHL-PS1	597
GM9613	196
GM18354	1068
GM5594	1429
GM20507	2860
OLFR115	1428
GM20453	226
GM20513	537
ZFP141	4069
GPANK1	1518
GM20406	423
VMN2R-PS86	871
GM20464	657
VMN2R-PS65	220
MIR615	92
GM8018	789
GM18779	577
VMN1R-PS69	201
GM20545	210
GM18958	762
VMN2R-PS70	302
VMN2R-PS40	2558
GM20526	158
GM5227	573
GM18734	808
VMN2R-PS37	1331
VMN2R-PS78	308
VMN2R-PS46	2556
GM20726	453
GM18733	856
GM7696	907
GM20387	1783
MIR196A-1	102
VMN1R-PS31	238
VMN2R-PS56	2596
VMN2R-PS45	2435
GM2991	480
GM20456	385
V1RD19	1157
GM8835	913
GM18737	937
GM2302	2240
GM8878	1725
GM18833	862
VMN1R-PS83	705
GM20489	1350
GM8902	1096
GM4425	1240
VMN1R-PS57	288
GM18360	1524
GM18520	658
GM20395	690
GM20518	3811
CYP21A2-PS	1383
GM20473	112
VMN1R180	959
GM20478	1031
9930038K12RIK	2286
VMN1R-PS65	951
GM18808	462
GM20495	235
GM20531	1373
GM20421	672
RPL9-PS5	571
2610524H06RIK	947
VMN1R-PS71	924
GM18159	1070
VMN1R-PS53	922
GM20482	1644
B230208B08RIK	404
GM20451	273
GM20420	639
GM20405	229
VMN1R-PS84	923
1700092C10RIK	585
GM20400	665
GM4252	313
GM20484	231
GM20396	745
GM19246	255
VMN1R-PS77	921
GM4558	548
GM4256	939
GM20394	942
GM18343	604
GM20547	3893
GM4152	259
GM20542	372
VMN1R-PS86	547
C87198	1045
GM20397	362
ART2A-PS	1257
FAM71E2	2744
ACTL9	1372
GM3611	877
GM4271	676
GM20389	1006
GM18191	824
OLFR756-PS1	928
GM20461	305
GM17907	710
NLRP1C	3457
VMN2R-PS80	914
VMN2R-PS64	523
VMN2R-PS84	897
VMN2R-PS72	907
GM20418	693
VMN1R-PS61	822
GM20501	561
VMN2R-PS55	240
GM20468	452
GM8738	329
GM20537	889
OLFR757-PS1	369
SKIV2L-PS1	658
GM20422	956
GM20319	771
VMN1R-PS80	966
VMN2R-PS41	980
GM20491	1241
GM20496	524
GM20287	2367
GM4287	585
GM20428	283
GM18128	511
GM318	1074
OLFR755-PS1	908
GM8696	385
MED20	5680
GM20475	263
GM8750	1535
GM4011	2555
GM20414	646
GM3617	555
BC051226	837
GM20477	280
GM20409	130
VMN2R-PS73	1194
OLFR759-PS1	721
GM20544	690
2210019I11RIK	1444
GM4134	563
SERPINB10	3466
VMN2R-PS43	2473
GM18191	1207
GM5583	1529
GM7235	858
GM7393	739
4930488B22RIK	1722
VMN1R62	1757
VMN1R-PS45	955
GM3211	304
VMN2R-PS53	2353
GM18199	835
GM20398	615
LY6G6C	962
VMN2R-PS85	940
GM20534	172
GM20429	820
GM20449	3847
GM20492	286
GM20427	3703
GM20490	198
GM20486	418
1700010K23RIK	376
GM20442	492
OLFR760-PS1	557
4931413I07RIK	764
GM20386	132
GM20508	487
GM20450	147
SCNM1-PS	871
VMN2R-PS81	838
GM20481	564
VMN1R-PS67	691
VMN2R-PS42	2083
GM18604	309
VMN2R-PS47	2557
OLFR762-PS1	890
VMN1R-PS74	570
GM8412	440
BTNL6	1751
GM20438	329
GM18201	875
VMN2R-PS66	1256
KHDC3	1681
GM20413	1787
GM3654	909
GM20404	620
9130230N09RIK	663
D130058E05RIK	1372
VMN2R-PS71	875
VMN1R-PS85	890
GM9574	247
VMN1R-PS54	178
AC154909.1	71
MIR3962	64
METAZOA_SRP	269
5S_RRNA	92
MIR5112	60
MIR3964	74
METAZOA_SRP	249
AC124746.1	62
AL645623.1	67
AC161253.1	65
AC126547.1	108
METAZOA_SRP	257
AC207128.1	84
METAZOA_SRP	289
MIR3104	63
AC159204.1	221
AL831731.1	72
AC108409.1	89
AC102525.1	86
AC122925.1	125
AC166781.1	71
MIR3100	65
AL845291.1	84
AL591611.1	110
METAZOA_SRP	257
AC140340.1	93
METAZOA_SRP	297
AC165162.1	65
METAZOA_SRP	286
AC126033.1	117
METAZOA_SRP	268
AC093451.1	77
METAZOA_SRP	259
MIR3067	84
METAZOA_SRP	291
AL732626.1	133
AC141876.1	78
MIR5106	73
SNR78	70
MIR5129	78
SNORD55	79
AL645484.1	70
AC073553.1	78
METAZOA_SRP	319
AC160633.1	101
AC152453.1	133
SNORD48	63
AL669828.1	67
CT030723.1	92
AC129776.1	110
AL450399.1	70
MIR3092	96
MIR5133	77
AL772216.14	102
AC022236.1	68
AC098732.1	109
METAZOA_SRP	288
U7	65
AL669947.1	138
CT025708.1	94
METAZOA_SRP	235
METAZOA_SRP	276
SNORA70	134
AC160138.1	71
SNORD53_SNORD92	76
AC162941.1	84
5S_RRNA	131
AL772272.1	93
AL683823.1	74
AL833780.1	122
5S_RRNA	118
METAZOA_SRP	333
AL626784.1	85
AL773548.1	72
AL808023.1	73
MIR3062	105
AC118632.1	198
SNORA24	130
AC165951.1	98
AC154226.1	76
CT572991.1	108
MIR5100	64
